"","lhs","op","rhs","est","se","z","pvalue","ci.lower","ci.upper"
"99","Q28_2","~~","Q28_2",0.584106450771079,0.0296116561659771,19.7255583239616,0,0.52606867116318,0.642144230378977
"100","Q28_3_r","~~","Q28_3_r",0.560551713449336,0.0260947615020472,21.4813886459686,0,0.509406920720161,0.61169650617851
"101","Q28_4","~~","Q28_4",0.506115034865492,0.0236739363745154,21.3785754451176,0,0.45971497219915,0.552515097531835
"102","Q28_8","~~","Q28_8",0.740431914717211,0.0382299231595015,19.3678630121229,0,0.665502642192855,0.815361187241568
"103","Q28_9","~~","Q28_9",0.684900819882684,0.0323908645056763,21.1448761968875,0,0.621415892023441,0.748385747741926
"104","Q28_10","~~","Q28_10",0.505450460156597,0.0299795039903349,16.8598673386841,0,0.446691712061166,0.564209208252028
"105","Q28_11","~~","Q28_11",0.573715788979094,0.0287495813223934,19.9556223983067,0,0.517367645016597,0.63006393294159
"106","Q35_4","~~","Q35_4",9.3085531617267,0.420495955122226,22.137081340107,0,8.48439623404236,10.132710089411
"107","comf_saf","~~","comf_saf",0.184402378928198,0.0267808950540241,6.88559432222896,5.75473002584204e-12,0.131912789148564,0.236891968707832
"108","ex_env","~~","ex_env",0.983287544914119,0.082225947174094,11.9583608180547,0,0.822127649858202,1.14444743997004
"109","MAX_attitude","~~","MAX_attitude",0.546472098423727,0.0415773759191177,13.1434965854219,0,0.464981939050573,0.62796225779688
"110","bike_attitude","~~","bike_attitude",0.530906407702564,0.0469855833996171,11.2993469334445,0,0.438816356446712,0.622996458958417
"111","car_attitude","~~","car_attitude",0.483294714962774,0.0538247555624299,8.97904151932866,0,0.37780013258374,0.588789297341809
"112","escooter_attitude","~~","escooter_attitude",0.659541622952003,0.0528914712602449,12.4697159530092,0,0.555876244192588,0.763207001711418
"113","comf_saf","~~","ex_env",0.135241715540222,0.0202059902443359,6.69314960092751,2.18418616526606e-11,0.095638702389356,0.174844728691088
"114","comf_saf","~~","MAX_attitude",-0.0748371265016694,0.0131928775264416,-5.67254007714982,1.40695590733486e-08,-0.100694691305943,-0.048979561697396
"115","comf_saf","~~","bike_attitude",-0.0218478551849563,0.0121552608290461,-1.79739912554972,0.0722722794740929,-0.0456717286325771,0.00197601826266458
"116","comf_saf","~~","car_attitude",0.0728516358025774,0.013536327196364,5.38193519894717,7.36892944441792e-08,0.0463209220147539,0.0993823495904009
"117","comf_saf","~~","escooter_attitude",0.0129940738555095,0.0134207096884348,0.968210635441065,0.332939184399379,-0.0133100337807904,0.0392981814918094
"118","ex_env","~~","MAX_attitude",0.100241463449948,0.0288422912919944,3.47550277594524,0.000509896715431779,0.0437116112860255,0.15677131561387
"119","ex_env","~~","bike_attitude",0.270362141564215,0.0323682986565142,8.35268311236382,0,0.206921441956611,0.333802841171819
"120","ex_env","~~","car_attitude",-0.142334706578652,0.0300903724073684,-4.73024077773786,2.24253706004873e-06,-0.201310752778492,-0.0833586603788123
"121","ex_env","~~","escooter_attitude",0.133937201487091,0.0330012424765172,4.05855026768757,4.93783052750718e-05,0.0692559547880442,0.198618448186139
"122","MAX_attitude","~~","bike_attitude",0.218645208994372,0.0232269701630021,9.41341929059042,0,0.173121184004901,0.264169233983842
"123","MAX_attitude","~~","car_attitude",-0.14569031653135,0.0217509258469612,-6.69812023434872,2.11117789916671e-11,-0.188321347821795,-0.103059285240904
"124","MAX_attitude","~~","escooter_attitude",0.061762116200029,0.0223224087043789,2.76682131475863,0.00566057717375101,0.018010999091263,0.105513233308795
"125","bike_attitude","~~","car_attitude",-0.133073898960422,0.0219783171578231,-6.05478108286625,1.40608746868054e-09,-0.176150609030554,-0.0899971888902902
"126","bike_attitude","~~","escooter_attitude",0.139972238816189,0.0238804651633396,5.86136986272231,4.59064186664193e-09,0.0931673871619798,0.186777090470398
"127","car_attitude","~~","escooter_attitude",0.104700241349616,0.0233530644471166,4.48336198389345,7.34761318166299e-06,0.0589290761046248,0.150471406594607
"128","RECODED_Q63_am_ind_ala","~~","RECODED_Q63_am_ind_ala",0.00496511966087785,0,NA,NA,0.00496511966087785,0.00496511966087785
"129","RECODED_Q63_am_ind_ala","~~","RECODED_Q63_asian",-0.000502986043880303,0,NA,NA,-0.000502986043880303,-0.000502986043880303
"130","RECODED_Q63_am_ind_ala","~~","RECODED_Q63_black",-7.96809574463847e-05,0,NA,NA,-7.96809574463847e-05,-7.96809574463847e-05
"131","RECODED_Q63_am_ind_ala","~~","RECODED_Q63_hisp_lat",-0.000557766702124693,0,NA,NA,-0.000557766702124693,-0.000557766702124693
"132","RECODED_Q63_am_ind_ala","~~","RECODED_Q63_more_than_one_race",-0.000657367898932674,0,NA,NA,-0.000657367898932674,-0.000657367898932674
"133","RECODED_Q63_am_ind_ala","~~","RECODED_Q63_nat_haw_pac",-2.98803590423943e-05,0,NA,NA,-2.98803590423943e-05,-2.98803590423943e-05
"134","RECODED_Q63_am_ind_ala","~~","RECODED_Q63_other",-4.98005984039904e-05,0,NA,NA,-4.98005984039904e-05,-4.98005984039904e-05
"135","RECODED_Q63_am_ind_ala","~~","Q65_female",-0.00122609073270624,0,NA,NA,-0.00122609073270624,-0.00122609073270624
"136","RECODED_Q63_am_ind_ala","~~","Q65_nonbinary",0.000828681957442401,0,NA,NA,0.000828681957442401,0.000828681957442401
"137","RECODED_Q63_am_ind_ala","~~","Q65_other",-2.98803590423943e-05,0,NA,NA,-2.98803590423943e-05,-2.98803590423943e-05
"138","RECODED_Q63_am_ind_ala","~~","Q68_inc_2",0.000231074776594516,0,NA,NA,0.000231074776594516,0.000231074776594516
"139","RECODED_Q63_am_ind_ala","~~","Q68_inc_3",-0.000473105684837909,0,NA,NA,-0.000473105684837909,-0.000473105684837909
"140","RECODED_Q63_am_ind_ala","~~","Q68_inc_4",0.000724100700794021,0,NA,NA,0.000724100700794021,0.000724100700794021
"141","RECODED_Q63_am_ind_ala","~~","Q68_inc_5",-0.000129481555850375,0,NA,NA,-0.000129481555850375,-0.000129481555850375
"142","RECODED_Q63_am_ind_ala","~~","Q68_inc_6",-0.000144421735371572,0,NA,NA,-0.000144421735371572,-0.000144421735371572
"143","RECODED_Q63_am_ind_ala","~~","Q11",-0.000355576272604492,0,NA,NA,-0.000355576272604492,-0.000355576272604492
"144","RECODED_Q63_am_ind_ala","~~","Q64",0.0443384687710408,0,NA,NA,0.0443384687710408,0.0443384687710408
"145","RECODED_Q63_am_ind_ala","~~","Q66",-0.000605575276592524,0,NA,NA,-0.000605575276592524,-0.000605575276592524
"146","RECODED_Q63_am_ind_ala","~~","Q67",0.00623403890821152,0,NA,NA,0.00623403890821152,0.00623403890821152
"147","RECODED_Q63_am_ind_ala","~~","Q69",-0.00148206580850276,0,NA,NA,-0.00148206580850276,-0.00148206580850276
"148","RECODED_Q63_am_ind_ala","~~","Q70",0.00244122533376361,0,NA,NA,0.00244122533376361,0.00244122533376361
"149","RECODED_Q63_am_ind_ala","~~","Q5",-0.00837247660367887,0,NA,NA,-0.00837247660367887,-0.00837247660367887
"150","RECODED_Q63_am_ind_ala","~~","Q7_4",0.0667278218015068,0,NA,NA,0.0667278218015068,0.0667278218015068
"151","RECODED_Q63_am_ind_ala","~~","RECODED_Q6_activetransport",-0.000202190429520201,0,NA,NA,-0.000202190429520201,-0.000202190429520201
"152","RECODED_Q63_am_ind_ala","~~","RECODED_Q6_other",-0.000134461615690774,0,NA,NA,-0.000134461615690774,-0.000134461615690774
"153","RECODED_Q63_am_ind_ala","~~","RECODED_Q6_publictransit",-0.00170318046541647,0,NA,NA,-0.00170318046541647,-0.00170318046541647
"154","RECODED_Q63_am_ind_ala","~~","Q13",0.00377189732311823,0,NA,NA,0.00377189732311823,0.00377189732311823
"155","RECODED_Q63_am_ind_ala","~~","Q17",0.00105477667419652,0,NA,NA,0.00105477667419652,0.00105477667419652
"156","RECODED_Q63_am_ind_ala","~~","Q23",-0.000343624128987534,0,NA,NA,-0.000343624128987534,-0.000343624128987534
"157","RECODED_Q63_am_ind_ala","~~","Q30",-0.00101692821940948,0,NA,NA,-0.00101692821940948,-0.00101692821940948
"158","RECODED_Q63_asian","~~","RECODED_Q63_asian",0.0906380851072306,0,NA,NA,0.0906380851072306,0.0906380851072306
"159","RECODED_Q63_asian","~~","RECODED_Q63_black",-0.00160955534041697,0,NA,NA,-0.00160955534041697,-0.00160955534041697
"160","RECODED_Q63_asian","~~","RECODED_Q63_hisp_lat",-0.0112668873829188,0,NA,NA,-0.0112668873829188,-0.0112668873829188
"161","RECODED_Q63_asian","~~","RECODED_Q63_more_than_one_race",-0.01327883155844,0,NA,NA,-0.01327883155844,-0.01327883155844
"162","RECODED_Q63_asian","~~","RECODED_Q63_nat_haw_pac",-0.000603583252656364,0,NA,NA,-0.000603583252656364,-0.000603583252656364
"163","RECODED_Q63_asian","~~","RECODED_Q63_other",-0.00100597208776061,0,NA,NA,-0.00100597208776061,-0.00100597208776061
"164","RECODED_Q63_asian","~~","Q65_female",-0.00620415854916913,0,NA,NA,-0.00620415854916913,-0.00620415854916913
"165","RECODED_Q63_asian","~~","Q65_nonbinary",-0.00342030509838606,0,NA,NA,-0.00342030509838606,-0.00342030509838606
"166","RECODED_Q63_asian","~~","Q65_other",-0.000603583252656364,0,NA,NA,-0.000603583252656364,-0.000603583252656364
"167","RECODED_Q63_asian","~~","Q68_inc_2",-0.00451392623933769,0,NA,NA,-0.00451392623933769,-0.00451392623933769
"168","RECODED_Q63_asian","~~","Q68_inc_3",-0.00356871088162995,0,NA,NA,-0.00356871088162995,-0.00356871088162995
"169","RECODED_Q63_asian","~~","Q68_inc_4",-0.0035368384986514,0,NA,NA,-0.0035368384986514,-0.0035368384986514
"170","RECODED_Q63_asian","~~","Q68_inc_5",-0.000619519444145641,0,NA,NA,-0.000619519444145641,-0.000619519444145641
"171","RECODED_Q63_asian","~~","Q68_inc_6",0.00107469691355811,0,NA,NA,0.00107469691355811,0.00107469691355811
"172","RECODED_Q63_asian","~~","Q11",-0.0139690678523193,0,NA,NA,-0.0139690678523193,-0.0139690678523193
"173","RECODED_Q63_asian","~~","Q64",-0.207756144397831,0,NA,NA,-0.207756144397831,-0.207756144397831
"174","RECODED_Q63_asian","~~","Q66",-0.0124322213855722,0,NA,NA,-0.0124322213855722,-0.0124322213855722
"175","RECODED_Q63_asian","~~","Q67",-0.0131941705411532,0,NA,NA,-0.0131941705411532,-0.0131941705411532
"176","RECODED_Q63_asian","~~","Q69",-0.00818124230580755,0,NA,NA,-0.00818124230580755,-0.00818124230580755
"177","RECODED_Q63_asian","~~","Q70",-0.00817227819809483,0,NA,NA,-0.00817227819809483,-0.00817227819809483
"178","RECODED_Q63_asian","~~","Q5",0.0350675893721539,0,NA,NA,0.0350675893721539,0.0350675893721539
"179","RECODED_Q63_asian","~~","Q7_4",0.0744489065780614,0,NA,NA,0.0744489065780614,0.0744489065780614
"180","RECODED_Q63_asian","~~","RECODED_Q6_activetransport",-0.00128983549866335,0,NA,NA,-0.00128983549866335,-0.00128983549866335
"181","RECODED_Q63_asian","~~","RECODED_Q6_other",-0.00271612463695364,0,NA,NA,-0.00271612463695364,-0.00271612463695364
"182","RECODED_Q63_asian","~~","RECODED_Q6_publictransit",0.00451791028721001,0,NA,NA,0.00451791028721001,0.00451791028721001
"183","RECODED_Q63_asian","~~","Q13",-0.0337877139931713,0,NA,NA,-0.0337877139931713,-0.0337877139931713
"184","RECODED_Q63_asian","~~","Q17",-0.00603882056246788,0,NA,NA,-0.00603882056246788,-0.00603882056246788
"185","RECODED_Q63_asian","~~","Q23",0.00703084848267537,0,NA,NA,0.00703084848267537,0.00703084848267537
"186","RECODED_Q63_asian","~~","Q30",0.00999697212361704,0,NA,NA,0.00999697212361704,0.00999697212361704
"187","RECODED_Q63_black","~~","RECODED_Q63_black",0.0157130848084271,0,NA,NA,0.0157130848084271,0.0157130848084271
"188","RECODED_Q63_black","~~","RECODED_Q63_hisp_lat",-0.00178485344679902,0,NA,NA,-0.00178485344679902,-0.00178485344679902
"189","RECODED_Q63_black","~~","RECODED_Q63_more_than_one_race",-0.00210357727658456,0,NA,NA,-0.00210357727658456,-0.00210357727658456
"190","RECODED_Q63_black","~~","RECODED_Q63_nat_haw_pac",-9.56171489356616e-05,0,NA,NA,-9.56171489356616e-05,-9.56171489356616e-05
"191","RECODED_Q63_black","~~","RECODED_Q63_other",-0.000159361914892769,0,NA,NA,-0.000159361914892769,-0.000159361914892769
"192","RECODED_Q63_black","~~","Q65_female",-0.000330675973402496,0,NA,NA,-0.000330675973402496,-0.000330675973402496
"193","RECODED_Q63_black","~~","Q65_nonbinary",0.000456173481380552,0,NA,NA,0.000456173481380552,0.000456173481380552
"194","RECODED_Q63_black","~~","Q65_other",-9.56171489356616e-05,0,NA,NA,-9.56171489356616e-05,-9.56171489356616e-05
"195","RECODED_Q63_black","~~","Q68_inc_2",0.000539838486699256,0,NA,NA,0.000539838486699256,0.000539838486699256
"196","RECODED_Q63_black","~~","Q68_inc_3",-0.000515934199465341,0,NA,NA,-0.000515934199465341,-0.000515934199465341
"197","RECODED_Q63_black","~~","Q68_inc_4",0.000121513460105737,0,NA,NA,0.000121513460105737,0.000121513460105737
"198","RECODED_Q63_black","~~","Q68_inc_5",0.000583663013294768,0,NA,NA,0.000583663013294768,0.000583663013294768
"199","RECODED_Q63_black","~~","Q68_inc_6",-0.000462149553189031,0,NA,NA,-0.000462149553189031,-0.000462149553189031
"200","RECODED_Q63_black","~~","Q11",0.00105776471010076,0,NA,NA,0.00105776471010076,0.00105776471010076
"201","RECODED_Q63_black","~~","Q64",-0.0104123091143063,0,NA,NA,-0.0104123091143063,-0.0104123091143063
"202","RECODED_Q63_black","~~","Q66",-0.000141433699467333,0,NA,NA,-0.000141433699467333,-0.000141433699467333
"203","RECODED_Q63_black","~~","Q67",0.000587647061167087,0,NA,NA,0.000587647061167087,0.000587647061167087
"204","RECODED_Q63_black","~~","Q69",-0.00294620340158007,0,NA,NA,-0.00294620340158007,-0.00294620340158007
"205","RECODED_Q63_black","~~","Q70",0.00222309871275413,0,NA,NA,0.00222309871275413,0.00222309871275413
"206","RECODED_Q63_black","~~","Q5",0.00274899303190027,0,NA,NA,0.00274899303190027,0.00274899303190027
"207","RECODED_Q63_black","~~","Q7_4",-0.0429579961832821,0,NA,NA,-0.0429579961832821,-0.0429579961832821
"208","RECODED_Q63_black","~~","RECODED_Q6_activetransport",0.000151393819148131,0,NA,NA,0.000151393819148131,0.000151393819148131
"209","RECODED_Q63_black","~~","RECODED_Q6_other",0.000567726821805491,0,NA,NA,0.000567726821805491,0.000567726821805491
"210","RECODED_Q63_black","~~","RECODED_Q6_publictransit",0.00153585045477906,0,NA,NA,0.00153585045477906,0.00153585045477906
"211","RECODED_Q63_black","~~","Q13",-0.00409759323668033,0,NA,NA,-0.00409759323668033,-0.00409759323668033
"212","RECODED_Q63_black","~~","Q17",-1.79282154254366e-05,0,NA,NA,-1.79282154254366e-05,-1.79282154254366e-05
"213","RECODED_Q63_black","~~","Q23",-0.00109959721276011,0,NA,NA,-0.00109959721276011,-0.00109959721276011
"214","RECODED_Q63_black","~~","Q30",0.00932067999729085,0,NA,NA,0.00932067999729085,0.00932067999729085
"215","RECODED_Q63_hisp_lat","~~","RECODED_Q63_hisp_lat",0.0992824729781953,0,NA,NA,0.0992824729781953,0.0992824729781953
